company_name,director,activity,founders,surname,name,patronymic,workplace,position
"Общество с ограниченной ответственностью ""Алай-Кут""",Туманов Келдибек Туманович,,Туманов Келдибек Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Universal Kyrgyz Enterprises Limited"" (""Универсал Кыргыз Ентерпрайзес Лимитед"")",Френк Бакарич,Добыча сырой нефти,"""Universal Associates Australia Pty Ltd (Universal Consortium), Саргымбаев Мурат Турдуевич, Туманов Кубанычбек Туманович, Капуста Владислав Иванович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Теле Систем""",Байызбеков Уланбек Алчинбекович,Добыча каменного угля,"Байызбеков Уланбек Алчинбекович, Туманов Кубанычбек Туманович, Касымов Тофик Зиятханович, Бигалиев Азберген Айтхожаевич",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общественное объединение ""Жатка Журок""",Мукашев Марат Мукамбетович,,"Павлова Любовь Григорьевна, Туманова Олеся Валерьевна, Алексеев Вадим Петрович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Закрытое акционерное общество ""Жалал--Абад арак заводу""",Туманов Келдибек Туманович,Производство вина из винограда,Туманов Келдибек Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"ОсОО ""Медад""",Шарипбеков Нурланбек Бегалыевич,"Производство кирпича, черепицы и прочих строительных изделий из обожженной глины","Шарипбеков Нурланбек Бегалыевич, Туманов Кубанычбек Туманович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Wineline"" (Вайнлайн)",Туманов Кубанчыбек Туманович,Производство фруктовых и овощных соков,"Туманов Кубанчыбек Туманович, Чаткалбаев Алымбек Алтымышевич",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью Waterline""(Вотерлайн)",Туманов Кубанычбек Туманович,Производство безалкогольных напитков; производство минеральных    вод и других вод в бутылках,Туманов Кубанычбек Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"ООО ""Мобител групп Лтд""",Туманов Кубанычбек Туманович,,"Базаралиев Абдижалил Кермалиевич, Туманов Кубанычбек Туманович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""GAZ industry"" (""ГАЗ индастри"")",Туманов Кубанычбек Туманович,Производство промышленных газов,"Туманов Кубанычбек Туманович, Ким Александр Владимирович ",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью СТ ""Финансовая Инвестиционная Компания""",Саргымбаев Мурат Турдуевич,Прочая вспомогательная деятельность в сфере финансового посредничества,"Саргымбаев Мурат Турдуевич, Туманов Кубанычбек Туманович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
Общественное объединение защиты прав потребителей «Таза ден-соолук учун» (статус-республиканский),Мамажанов Акматжан,,"Уметбаев Манарбек Мукамбетжанович, Ташбаев Санжар Халдарович, Мамажанов Акматжан, Туманов Нурлан Келдибекович, Туманов Мирлан Келдибекович, Газиев Сайитходжа Махаматходжаевич, Арапбаева Асия Таштановна",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общественное объединение ""Сельское общественное объединение потребителей питьевой воды ""Омур-Булагы""",Усупов Саламат Токтогулович,"Сбор, обработка и распределение воды (водоснабжение)","Кенчинбаева Шарипжамал Кайтпаевна, Ильязова Каныкей Муратбековна, Туманова Майрамкул Жамаловна",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью Кок-Таш""",Мырзалиева Гулбарчын Тумановна,Оптовая торговля прочими автотранспортными средствами,Мырзалиева Гулбарчын Тумановна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общественное объединение защиты прав потребителей ""Таза Сапат""",Сопуев Токтогул Туманович,Деятельность правозащитных общественных организаций (объединений),Сопуев Токтогул Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Бурулсун""",Туманов Келдибек Туманович,Производство безалкогольных напитков; производство минеральных    вод и других вод в бутылках,Туманов Келдибек Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Открытое акционерное общество ""Жалал-Абад Таттусуу""",Туманов Келдибек Туманович,"Производство какао, шоколада и кондитерских изделий из сахара","ОАО ""Келечек"", Туманов Келдибек Туманович, Сопиев Токтогул Туманович, Акционеры ОАО ""Жалал-Абад Таттусуу""",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"ОсОО ""РАВЭ"" (ИУ-Казахстан)",Шмотов Владимир Леонидович,,"Шмотов Владимир Леонидович, Култуманов Амангельды Тулегенович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"ОсОО ""Сироп"" (иу-Россия)",Джоотуманов Алымкул,,"Мирошниченко Анатолий Александрович, АООТ ДСК ""АЗАТ"", Казакбаев Болотбек Медисович, Джоотуманов Азамат Алымкулович, Сейдахметов Аскар Акжол улы",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Талас Файненс"" ",Сопиев Бакытбек Туманович,Предоставление прочих телекоммуниккационных услуг. 61.90.0.,"Абдылдаева Айжан Садыбакасовна, Сопиев Бакытбек Туманович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Target trade"" (Таргет трэйд)",Сопиев Бакытбек Туманович,Оптовая неспециализированная торговля,Сопиев Бакытбек Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью - ""Инком Профит""",Туманова Самарбубу Ахмадовна,Деятельность такси по перевозке пассажиров,Туманова Самарбубу Ахмадовна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Аина""",Туман Нурлан Келдибекович,Реализация ТНП,Туманов Нурлан Келдибекович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Нур-Пахта""",Туманов Нурлан Келдибекович,Заготовка и переработка хлопка сырьца,Туманов Нурлан Келдибекович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Товарно-сервисный сельскохозяйственный кооператив ""ТАБИЙГАТ БАЛЫ""",Мамытов Тумарбек Капарович,Разведение прочих животных,"Мамытов Тумарбек Капарович, Эрмаматов Улукбек Токтосунович, Манабаев Омурбек Доолотбаевич, Эрмаматов Аскербек Маматжакишевич, Рахманалиев Нурланбек Маматжакыпович, Туманов Калил Маматович, Усманалиев Шукурилло Кобилжанович, Темирбаев Кубанычбек Орозалиевич, Жоржоев Токсонбай Асилбекович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Коммерческий товарно-сервисный кооператив ""Тоолос айымдары""",Джороева Фарида Токтосуновна,Воспроизводство (посадка) растений,"Джороева Фарида Токтосуновна , Наватова Тазагуль Тургуновна , Кошанова Тулкуной Турдиевна , Сеитбекова Гульзад Абдубаевна, Туманова Айнура Эгамбердиевна , Жороева Аида Мамадалиевна, Жороева Айчурок Мурзабековна",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Лигласс Энерго Кей Джи""",Туманов Кубанычбек Туманович,Строительство водных сооружений,"Туманов Кубанычбек Туманович, Общество с ограниченной ответственностью ""ЛИГЛАСС ТРЕЙДИНГ ЦЗ"" (LIGLASS TRAIDING CZ, s.r.o.)",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
Общество с ограниченной ответственностью «ГЕОКАРАТ» ,Федоров Михаил Николаевич,Добыча прочих природных минералов и горных пород,"Туманов Алмазбек Жаныбаевич, Федоров Михаил Николаевич, Ташкулов Замирбек Бактыбаевич",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Магнат М-М""",Туманов Алмазбек Жаныбаевич,Добыча каменного угля,Туманов Алмазбек Жаныбаевич,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Политическая партия ""Наш Народ""",Расулов Майрамбек Алишерович,Деятельность политических организаций,"Абдазов Таалайбек Ибраимович, Азимбаев Тимур Сайдуллаевич, Алексеева Виктория Германовна, Бакиров Ибрагим Абдималикович, Имерова Мээрим Бактыбековна, Омурбеков Бактыяр Курманбекович, Расулов Майрамбек Алишерович, Туманов Кубаныч Туманович, Темирбаев Арстанбек Курманбекович, Усеналиева Назира Сагындыковна, Шеримбек уулу Тынчтыкбек",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Э.Р.К.-строй компани""",Казакбаев Нурлан Калдарович,Добыча отделочного и строительного камня,"Туманов Мирлан Келдибекович, Казакбаев Нурлан Калдарович",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Учреждение Образовательный комплекс ""Улыбка""",Туманова Анаркан Романовна,Дошкольное образование,Туманова Анаркан Романовна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с дополнительной ответственностью ломбард ""Бриллиант-З""",Туманова Замира Таджибаевна,Предоставление кредита,Туманова Замира Таджибаевна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Алихан Сервис""",Асанбеков Нурбек Туманович,Строительство жилых и нежилых зданий,Асанбеков Нурбек Туманович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
Общество с ограниченной ответственностью «Эл Тушум» ,Туманов Мирлан Келдибекович,Производство фруктовых и овощных соков,Туманов Мирлан Келдибекович,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""АЛАШАН-ТРАНС""",Туманов Алмазбек Жаныбаевич,Деятельность грузового автомобильного транспорта,Туманов Алмазбек Жаныбаевич,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Сельскохозяйственный товарно-сервисный кооператив ""Ала-Тоо Сут-Талды-Суу""",Мусаева Айгуль Тилевердиевна,Растениеводство в сочетании с животноводством,"Абдылдаева Айтжан Барыктабасовна, Токторбаева Гульмира Айтбаевна, Молдошева Фарида Алдашевна, Кубандыкова Гульжамый Батыргалиевна, Туманова Раиса Будайчиевна, Асанов Максат Орозбекович, Сатыбалдиева Кулумкан Узубековна, Орозобекова Кенжекул Кубанычбековна, Искакова Джумакуль Джекешовна, Ырысбай кызы Бурул ",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Espoir"" (""Эспуар"")",Джоотуманова Роза Айдаровна,Строительство жилых и нежилых зданий,Джоотуманова Роза Айдаровна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Восток Строй Инвест"" ",Джоотуманова Роза Айдаровна,Строительство жилых и нежилых зданий,Джоотуманова Роза Айдаровна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
Общественное объединение «Балам үчүн»,Бейшеева Назира Жекшеналиевна,"Деятельность прочих общественных организаций, не включенных в другие группировки","Бейшеева Назира Жекшеналиевна, Рысбаева Динара Омурбековна, Туманова Марина Эркиновна",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
Общество с ограниченной ответственностью «AST company» («АСТ компании») ,Джоотуманова Роза Айдаровна,Строительство жилых и нежилых зданий,Джоотуманова Роза Айдаровна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общественное объединение ""Дил-Нуру+""",Садабаева Венера Турдукожоевна,"Деятельность прочих общественных организаций, не включенных в другие группировки","Садабаева Венера Турдукожоевна, Экеева Мээрим Темирболотовна, Туманова Айзада Токтобаевна, Канаева Эльзат Кубатбековна, Бектемирова Кенжегуль Исмаиловна",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Доминстрой""",Джоотуманова Роза Айдаровна,Строительство жилых и нежилых зданий,Джоотуманова Роза Айдаровна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Караван Экспресс""",Исманов Канатбек Акбарович,Деятельность такси по перевозке пассажиров,"Исманов Канатбек Акбарович, Туманова Самарбубу Ахмадовна",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Qinq Xin"" (""Чин Син"")",Туманов Мирлан Келдибекович,Оптовая торговля прочими  непродовольственными  товарами потребительского назначения,"Туманов Мирлан Келдибекович, Дуан Янцай, Матиев Жолболды Кипчакбаевич",Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""КЕНИЛ Групп""",Туманова Назира Бейшенбаевна,Оптовая неспециализированная торговля,Туманова Назира Бейшенбаевна,Туманов,Жаныбай,,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор Кыргызагробиоцентр
"Общество с ограниченной ответственностью ""Охотстрой""",Дербишалиева Бубуайша Сейитмамытовна,,Дербишалиева Бубуайша Сейитмамытовна,Дербишалиев,Жаныбек,Сейитмамытович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор департамента химизации и защиты растений
"Общество с ограниченной ответственностью ""Альфа Инвест"" ",Бектурова Жылдыз Октябровна,Оптовая  торговля прочими строительными материалами  и санитарно-техническим оборудованием,"Бектурова Жылдыз Октябровна, Орузбаева Аида Нургазиевна, Мамбеткалиев Шакиралы, Дербишалиева Бубуайша Сейитмамытовна",Дербишалиев,Жаныбек,Сейитмамытович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор департамента химизации и защиты растений
"Общество с ограниченной ответственностью   ""Winterok"" (Винтерок)  ",Айдаралиев Алмасбек Алимбекович,"Производство пластмассовых изделий, используемых  строительстве. 25.23.0",Айдаралиев Алмасбек Алимбекович,Айдаралиев,Таалайбек,Алимбекович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор республиканской гос семенной инспекции
"Кыргызско-Китайское общество с ограниченной ответственностью ""Центр современных аграрных технологий""",Айдаралиев Таалайбек Алимбекович,,"Айдаралиев Таалайбек Алимбекович, Оморбекова Захифа Абасовна, Ли Цзиншуй, Джао Тепин",Айдаралиев,Таалайбек,Алимбекович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор республиканской гос семенной инспекции
"ОсОО ""Мусат""",Айдаралиев Алимбек Максуталиевич,,"Абдраимова Д.Ж., Айдаралиев Нурлан Алимбекович, Айдаралиев А.М.",Айдаралиев,Таалайбек,Алимбекович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор республиканской гос семенной инспекции
"ОО""Центр Пчеловодства""",Дуйшеналиев Жакшылык Байсбекович,,"Бейшеналиев Байболот Жанышович, Керималиев Талантбек  Калканович, Керималиев Жаныбек Калканович , Дуйшеналиев Жакшылык Байсбекович",Керималиев,Жаныбек,Калканович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Заместитель министра
"Общественное объединение ""Бакай-Ата коому""",Казаков Болсунбек Кумушбекович,"Деятельность прочих общественных организаций, не включенных в другие группировки","Казаков Болсунбек Кумушбекович, Рысалиев Зарылбек Кылычбекович, Торогельдиев Уланбек Тургунбекович, Ниязалиев Анарбек Тажиканович",Торогельдиев,Уланбек,Тургунбекович,Министерство сельского хозяйства и мелиорации Кыргызской Республики,Директор департамента пастбищ
"Общество с ограниченной ответственностью""Микрокредитная компания ""Эффект финанс"" ",Малабаева Сурмабубу Джумабековна,Предоставление кредита,"Джумабек уулу Турдубек, Малабаева Сурмабубу Джумабековна",Малабаев,Аргынбек,Джумабекович,Министерство транспорта и коммуникаций Кыргызской Республики,Министр
"Общество с ограниченной ответственностью ""Карбоз Гранд""",Малабаев Тургунбек Джумабекович,Оптовая торговля мясом и мясными продуктами,Малабаев Тургунбек Джумабекович,Малабаев,Аргынбек,Джумабекович,Министерство транспорта и коммуникаций Кыргызской Республики,Министр
"Общественный фонд ""Лаборатория поддержки гражданских инициатив""",Бекмуратов Улан Сатарович,"Деятельность прочих общественных организаций, не включенных в другие группировки",Бекмуратов Улан Сатарович,Бекмуратов,Анарбек,Сатарович,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-директор гос агентства автомобильного и водного транспорта
Общественное объединение “Жашыл Ай Коому”   ,Сарыгулов Айбек Жамангулович,"Деятельность прочих общественных организаций, не включенных в другие группировки","Джороев Эркинбек Таирович, Омуралиев Эрмек Социалович, Жумаев Гульжигит Бекболотович, Даминов Нурланбек Наидрович, Алымбаев Бекназар Суеркулович, Сарлыкбек уулу Темирлан, Абдираимов Махаматсыдык Ырысбаевич, Толобеков Улукбек, Арынов Данияр Акматбекович, Сарыгулов Айбек Жамангулович, Эргешов Туйгунбай Окумович, Окенов Мирбек Турдубекович",Омуралиев,Эрмек,Социалович,Министерство транспорта и коммуникаций Кыргызской Республики,Директор агентства гражданской авиации
"ОсОО юридическая фирма ""ЛЭКС и КОНСАЛТИНГ""",Исаков Эрнест Абдыкасыевич,,Исаков Эрнест Абдыкасыевич,Исаков,Эркин,Абдыкасыевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-директор агентства гражданской авиации
"Национал-демократическая партия ""Улуу Биримдик""",Каптагаев Эмилбек Саламатович,деятельность политических организаций,"Мамбетов Болот Саткынович, Кудайбергенов Бактыбек Жапарович, Булатов Эсен Эмисович, Турсуналиева Назгул Жумгалбековна, Каптагаев Эмилбек Саламатович, Давузов Фарид Каримович, Сулайманов Дениз Зарлыкович, Малабекова Жийдекан Койчумановна, Исмаилов Кубанычбек Искакович, Олжонов Жумалы Шералиевич",Сулайманов,Дениз,Зарлыкович,Министерство транспорта и коммуникаций Кыргызской Республики,Директор гос агентства автомобильного и водного транспорта
"Общественное объединение ""Коммунистическая партия Кыргызстана""",Ажыбекова Клара Ажыбековна,Деятельность политических организаций,"Абдрасилов Абдрахим Акчалович, Ажыбекова Клара Ажыбековна, Аманбаев Джумгалбек Бексултанович, Исабекова Саадат Болотбековна, Корчубеков Садыр Корчубекович, Михайлов Олег Павлович, Медетова Бюбюра, Новиков Валерий Викторович, Сулайманов Дениз Зарлыкович, Усупбаев Анарбек Чолпонкулович",Сулайманов,Дениз,Зарлыкович,Министерство транспорта и коммуникаций Кыргызской Республики,Директор гос агентства автомобильного и водного транспорта
"Общественный фонд ""Издательский Дом Кут Билим""",Чекиров Кубатбек Асангазиевич,Деятельность общественных организаций (объединений) в области филантропии и поощрения добровольной деятельности,"Турдубаев Жолдошбай Самиевич, Сулайманов Мелисбек Зарлыкович, Чекиров Кубатбек Асангазиевич, Табалдиева Анаркуль Темирбековна, Каниметова Айнура Тобокеловна, Какиева Эльвира Курманкалиевна, Кийизбаева Чолпон Кудайбергеновна, Аманбаева Мейискан Арууновна, Жусубалиева Анийпа Калдибаевна, Кашыбаева Айнагул Супатаевна, Токторов Майрамбек Кайыпович, Абдылдаев Искендер",Сулайманов,Дениз,Зарлыкович,Министерство транспорта и коммуникаций Кыргызской Республики,Директор гос агентства автомобильного и водного транспорта
"Общество с Ограниченной Ответственностью ""Гранит-Юг""",Турганбаев Абабакир Кыштакбаевич,,"Султанов Калыкбек Иманалиевич (вышел из состава участ.), Турганбаев Абабакир Кыштакбаевич, Мамадинов Мамбеткул, Сулайманов Эльдар Нурланович (вышел из состава участ.), Жалалова Муяссархон вышла, Шатманов Самат Асылбекович",Султанов,Калыкбек,Иманалиевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-министр 
"ОсОО ""КОМЕРСАНТ""",Султанов Калыбек Иманалиевич,,"Султанов Калыкбек Иманалиевич, Бакиров Ысламидин Жаныбаевич",Султанов,Калыкбек,Иманалиевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-министр 
"ОФ ""Shake Hand charity found"" (""Шейк Хэнд Шерити Фонд"") (ИУ-Пакистан)",Султанов Калыкбек Иманалиевич,,"Халид Парвез, Султанов Калыкбек Иманалиевич",Султанов,Калыкбек,Иманалиевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-министр 
"ОсОО ""Строительная компания ""Авангард Стиль""",Минкеев Эрнис Ихсанович,"Строительство прочих объектов гражданского назначения, в другом месте не поименованных","Султанов Темирланбек Калыбекович, Султанов Калыкбек Иманалиевич(Вышел из состава участников)",Султанов,Калыкбек,Иманалиевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-министр 
"ОсОО ""Берекетстрой""",Султанов Калыкбек Иманалиевич,,"Производственно-коммерческое ОсОО "" БЕРЕКЕТ "", Султанов Калыкбек Иманалиевич, Кульматов Тимур Ринатович",Султанов,Калыкбек,Иманалиевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-министр 
"ОсОО ""Строительная компания ""Авангард Стиль""",Султанов Темирланбек Калыкбекович,"Строительство прочих объектов гражданского назначения, в другом месте не поименованных","Султанов Темирланбек Калыбекович, Султанов Калыкбек Иманалиевич(Вышел из состава участников)",Султанов,Калыкбек,Иманалиевич,Министерство транспорта и коммуникаций Кыргызской Республики,Экс-министр 
"Общество с ограниченной ответственностью ""Рекламная компания Медиа Кенч Сервис""",Имияминова Роза Дарибаевна ,Деятельность рекламных агентств,Мамырканов Эрнис Турсункадырович,Мамырканов,Эрнис,Турсункадырович,Министерство транспорта и коммуникаций Кыргызской Республики,Заместитель министра
"Общественное обьединение ""Ошский Ресурсный Центр Средств Массовой информации""",Мамырканов Эрнис Турсункадырович,Деятельность СМИ по предоставлению рекламных услуг,"Хамидов Алишер Ахмаджанович, Мамырканов Эрнис Турсункадырович, Исакбаева Бермет Аскербековна, Гафарова Гульчечак Гадильжановна, Хозяинова Анастасия Владимировна, Хайтбаев Константин Султанович, Аднаева Ыкывал Патаевна, Капкаев Лунир Ахмедович, Халилова Эльмира Наримановна",Мамырканов,Эрнис,Турсункадырович,Министерство транспорта и коммуникаций Кыргызской Республики,Заместитель министра
"Общественное Объединение ""Ошский Ресурсный Центр Средств Массовой Информации""",Мамырканов Эрнис Турсункадырович,"Прочая деятельность по информационному обслуживанию, не включенная в другие группировки","Граждане Кыргызской Республики согластно списку инициативной группы, Хамидов Алишер Ахмаджанович, Халилова Элмира Наримановна, Хайтбаев Константин Султанович, Мамырканов Эрнис Турсункадырович, Токсонбаев Алишер Самудунович, Исакбаева Бермет Аскербековна, Аднаева Ыкыбал Патаевна, Гафарова Гульчечак Гадильжановна, Капкаев Лунир Ахмедович, Хозяинова Анастасия Владимировна",Мамырканов,Эрнис,Турсункадырович,Министерство транспорта и коммуникаций Кыргызской Республики,Заместитель министра
"Общественный фонд ""Международный центр культуры""",Базарбаев Чолпонбек Базарбаевич,"Деятельность прочих общественных организаций, не включенных в другие группировки","Совместное Кыргызско-Казахское ОсОО ""Русто-Рости"", Базарбаев Чолпонбек Базарбаевич",Базарбаев,Кудайберген,Базарбаевич,Министерство труда и социального развития Кыргызской Республики,Министр
"Учреждение ""Школа танца имени Ч.Базарбаева""",Базарбаев Чолпонбек Базарбаевич,,Базарбаев Чолпонбек Базарбаевич,Базарбаев,Кудайберген,Базарбаевич,Министерство труда и социального развития Кыргызской Республики,Министр
"Сельскохозяйственный кооператив ""Малжан Байлыгы""",Базарбаев Эсенбек Базарбаевич,Растениеводство в сочетании с животноводством,"Базарбаев Эсенбек Базарбаевич, Кыдыралиева Гулзина Сагынбековна, Итибаев Замирбек Токтобекович, Курманова Батмабубу Усупаевна, Кашкариев Бакытбек Борошович, Борукеев Адилет Джумабекович, Токтосунов Нышан Бекжанович",Базарбаев,Кудайберген,Базарбаевич,Министерство труда и социального развития Кыргызской Республики,Министр
"Общественный фонд ""Международный институт общественного мнения""",Гречанная Марина Викторовна,"Деятельность прочих общественных организаций, не включенных в другие группировки",Базарбаев Кудайберген Базарбаевич,Базарбаев,Кудайберген,Базарбаевич,Министерство труда и социального развития Кыргызской Республики,Министр
"Общество с ограниченной ответственностью ""Амадэль""",Жекшенова Адина Жекшеновна ,Прочая деятельность туристических агентств,Жекшенова Адина Жекшеновна ,Жекшенов,Бактыбек,Жекшенович,Министерство труда и социального развития Кыргызской Республики,Статс-секретарь
"Малое предприятие ""Демоор"" ",Куйкеев Эрик Асанович ,Оптовая неспециализированная торговля,Куйкеев Эрик Асанович ,Куйкеев,Эрик,Асанович,Министерство труда и социального развития Кыргызской Республики,Заместитель министра
"Малое предприятие ""Жалын""",Куйкеев Эрик Асанович,Оптовая неспециализированная торговля,Куйкеев Эрик Асанович,Куйкеев,Эрик,Асанович,Министерство труда и социального развития Кыргызской Республики,Заместитель министра
"Общество с ограниченной ответственностью ""INTERNATIONAL EDUCATIONAL INSTITUTE"" (Интернэшнл эдукейшнл институт)",Каденова Зууракан Ажимаматовна,"Прочая деятельность в области образования, не включенная в другие группировки",Каденова Зууракан Ажимаматовна,Каденова,Зууракан,Ажимаматовна,Министерство труда и социального развития Кыргызской Республики,Заместитель министра
"Общество с ограниченной ответственностью ""Караван Трейд""",Барановский Владимир Григорьевич,50.50.0 рознечная торговля моторным маслом,Базарбаева Анарбубу Сатыбековна,Базарбаев,Нурдоолот,Сатыбекович,Министерство труда и социального развития Кыргызской Республики,Директор департамента соц обеспечения
"Общество с ограниченной ответственностью ""DIM TRANS"" (Дим Транс)",Базарбаева Анарбубу Сатыбековна,Оптовая неспециализированная торговля,Базарбаева Анарбубу Сатыбековна,Базарбаев,Нурдоолот,Сатыбекович,Министерство труда и социального развития Кыргызской Республики,Директор департамента соц обеспечения
